Time (since start of data) [hrs],Fuel Cell Production [kW],Electrolyzer Consumption [kW],Stored Hydrogen [kg],External Hydrogen Load [kg],Curtiailed Hydrogen Potential [kg],Compression Power [kW],Compression Thermal Output [kW],Water Demand [kg],Electrolyzer H2 Production [kg],Charge (at end of timestep) [kWh],Fuel Cell Consumption [kg],Electrolyzer State of Health (at end of timestep) [ ],Fuel Cell State of Health (at end of timestep) [ ],Electrolyzer Operational Efficiency [ ],Fuel Cell State Operational Efficiency [ ],Capital Cost (actual),Operation and Maintenance Cost (actual),
230,0,297,362.837,0,0,12.4806,0,85.093,4.94727,12082.5,0,0.998437,0.998656,0.554134,0,0,18.7488,
231,0,299.7,367.824,0,0,12.4805,0,85.7885,4.9877,12248.6,0,0.998427,0.998656,0.554128,0,0,18.7488,
232,0,299.97,372.816,0,0,12.4804,0,85.8572,4.9917,12414.8,0,0.998417,0.998656,0.554123,0,0,18.7488,
233,0,299.997,377.808,0,0,12.4802,0,85.8633,4.99205,12581,0,0.998407,0.998656,0.554117,0,0,18.7488,
234,0,300,382.8,0,0,12.4801,0,85.8632,4.99204,12747.2,0,0.998397,0.998656,0.554112,0,0,18.7488,
235,0,300,387.792,0,0,12.48,0,85.8624,4.992,12913.5,0,0.998387,0.998656,0.554106,0,0,18.7488,
236,0,300,392.784,0,0,12.4799,0,85.8615,4.99195,13079.7,0,0.998377,0.998656,0.554101,0,0,18.7488,
237,0,300,397.776,0,0,12.4797,0,85.8607,4.9919,13245.9,0,0.998367,0.998656,0.554095,0,0,18.7488,
238,39.0132,0,395.786,0,0,0,0,0,0,13179.7,1.98963,0.998367,0.998625,0,0.545251,0,2.34079,
239,0,270,400.324,0,0,12.4796,0,78.0466,4.53759,13330.8,0,0.998337,0.998625,0.554078,0,0,18.7488,
240,0,297,405.271,0,0,12.4792,0,85.0836,4.94672,13495.5,0,0.998327,0.998625,0.554073,0,0,18.7488,
241,0,299.7,410.258,0,0,12.4791,0,85.779,4.98715,13661.6,0,0.998317,0.998625,0.554067,0,0,18.7487,
242,0,299.97,415.249,0,0,12.479,0,85.8477,4.99115,13827.8,0,0.998307,0.998625,0.554062,0,0,18.7487,
243,0,299.997,420.24,0,0,12.4789,0,85.8538,4.9915,13994,0,0.998297,0.998625,0.554056,0,0,18.7487,
244,0,300,425.232,0,0,12.4787,0,85.8537,4.99149,14160.2,0,0.998287,0.998625,0.554051,0,0,18.7487,
245,0,300,430.223,0,0,12.4786,0,85.8529,4.99145,14326.4,0,0.998277,0.998625,0.554045,0,0,18.7487,
246,0,300,435.215,0,0,12.4785,0,85.852,4.9914,14492.7,0,0.998267,0.998625,0.55404,0,0,18.7487,
247,0,300,440.206,0,0,12.4784,0,85.8512,4.99135,14658.9,0,0.998257,0.998625,0.554034,0,0,18.7487,
248,0,300,445.197,0,0,12.4782,0,85.8503,4.9913,14825.1,0,0.998247,0.998625,0.554029,0,0,18.7487,
249,0,300,450.189,0,0,12.4781,0,85.8495,4.99125,14991.3,0,0.998237,0.998625,0.554023,0,0,18.7487,
250,46.105,0,447.825,0,0,0,0,0,0,14912.6,2.36338,0.998237,0.998594,0,0.545234,0,2.7663,
251,0,270,452.362,0,0,12.478,0,78.0364,4.537,15063.7,0,0.998206,0.998594,0.554006,0,0,18.7487,
252,0,297,457.308,0,0,12.4776,0,85.0725,4.94608,15228.4,0,0.998196,0.998594,0.554001,0,0,18.7487,
253,0,299.7,462.295,0,0,12.4775,0,85.7679,4.9865,15394.4,0,0.998186,0.998594,0.553995,0,0,18.7486,
254,0,299.97,467.285,0,0,12.4774,0,85.8366,4.9905,15560.6,0,0.998176,0.998594,0.55399,0,0,18.7486,
255,0,133.369,469.627,0,0,12.4772,0,40.2826,2.34201,15638.6,0,0.998166,0.998594,0.553984,0,0,8.75079,
256,0,47.5229,470.485,0,0,12.4771,0,14.7427,0.857134,15667.1,0,0.998156,0.998594,0.553978,0,0,3.6,
257,0,274.752,475.094,0,0,12.477,0,79.279,4.60924,15820.6,0,0.998146,0.998594,0.553973,0,0,18.7486,
258,0,297.475,480.047,0,0,12.4769,0,85.1901,4.95291,15985.6,0,0.998136,0.998594,0.553967,0,0,18.7486,
259,0,299.748,485.034,0,0,12.4767,0,85.775,4.98692,16151.6,0,0.998126,0.998594,0.553962,0,0,18.7486,
260,43.8859,0,482.788,0,0,0,0,0,0,16076.8,2.24612,0.998126,0.998563,0,0.545217,0,2.63315,
261,0,270,487.324,0,0,12.4766,0,78.0278,4.5365,16227.9,0,0.998095,0.998563,0.553945,0,0,18.7486,
262,0,297,492.27,0,0,12.4762,0,85.0631,4.94553,16392.6,0,0.998085,0.998563,0.553939,0,0,18.7486,
263,0,299.7,497.256,0,0,12.4761,0,85.7584,4.98595,16558.6,0,0.998075,0.998563,0.553934,0,0,18.7486,
264,0,299.97,502.245,0,0,12.476,0,85.8271,4.98995,16724.8,0,0.998065,0.998563,0.553928,0,0,18.7486,
265,0,299.997,507.236,0,0,12.4759,0,85.8332,4.9903,16891,0,0.998055,0.998563,0.553923,0,0,18.7486,
266,0,220.56,511.002,0,0,12.4757,0,64.7755,3.76602,17016.4,0,0.998045,0.998563,0.553917,0,0,13.9821,
267,0,292.056,515.873,0,0,12.4756,0,83.7806,4.87097,17178.6,0,0.998035,0.998563,0.553912,0,0,18.7485,
268,107.779,0,510.103,0,0,0,0,0,0,16986.4,5.76925,0.998035,0.998533,0,0.545201,0,6.46673,
269,150,0,501.841,0,0,0,0,0,0,16711.3,8.26211,0.998035,0.998523,0,0.545195,0,9,
270,55.109,0,498.998,0,0,0,0,0,0,16616.6,2.84345,0.998035,0.998513,0,0.54519,0,3.30654,
271,150,0,490.736,0,0,0,0,0,0,16341.5,8.26227,0.998035,0.998503,0,0.545184,0,9,
272,150,0,482.473,0,0,0,0,0,0,16066.4,8.26235,0.998035,0.998493,0,0.545179,0,9,
273,150,0,474.211,0,0,0,0,0,0,15791.2,8.26244,0.998035,0.998483,0,0.545173,0,9,
274,150,0,465.948,0,0,0,0,0,0,15516.1,8.26252,0.998035,0.998473,0,0.545168,0,9,
275,47.9795,0,463.485,0,0,0,0,0,0,15434.1,2.46315,0.998035,0.998463,0,0.545162,0,2.87877,
276,0,270,468.021,0,0,12.4755,0,78.0207,4.53609,15585.1,0,0.998005,0.998463,0.553895,0,0,18.7485,
277,0,297,472.966,0,0,12.4751,0,85.0554,4.94508,15749.8,0,0.997995,0.998463,0.553889,0,0,18.7485,
278,0,299.7,477.952,0,0,12.475,0,85.7506,4.9855,15915.8,0,0.997985,0.998463,0.553884,0,0,18.7485,
279,0,299.97,482.941,0,0,12.4749,0,85.8193,4.98949,16081.9,0,0.997975,0.998463,0.553878,0,0,18.7485,
280,0,299.997,487.931,0,0,12.4747,0,85.8254,4.98985,16248.1,0,0.997965,0.998463,0.553873,0,0,18.7485,
281,0,300,492.921,0,0,12.4746,0,85.8252,4.98984,16414.3,0,0.997955,0.998463,0.553867,0,0,18.7485,
282,0,300,497.911,0,0,12.4745,0,85.8245,4.98979,16580.4,0,0.997945,0.998463,0.553862,0,0,18.7485,
283,0,300,502.901,0,0,12.4744,0,85.8236,4.98974,16746.6,0,0.997935,0.998463,0.553856,0,0,18.7485,
284,45.3921,0,500.575,0,0,0,0,0,0,16669.1,2.32603,0.997935,0.998432,0,0.545146,0,2.72353,
285,0,46.7729,501.418,0,0,12.4742,0,14.51,0.843606,16697.2,0,0.997904,0.998432,0.553839,0,0,3.6,
286,150,0,493.155,0,0,0,0,0,0,16422.1,8.26294,0.997904,0.998401,0,0.545129,0,9,
287,150,0,484.892,0,0,0,0,0,0,16146.9,8.26319,0.997904,0.998391,0,0.545124,0,9,
288,150,0,476.629,0,0,0,0,0,0,15871.7,8.26327,0.997904,0.998381,0,0.545118,0,9,
289,150,0,468.365,0,0,0,0,0,0,15596.6,8.26335,0.997904,0.998371,0,0.545113,0,9,
290,54.4208,0,465.558,0,0,0,0,0,0,15503.1,2.80699,0.997904,0.998361,0,0.545107,0,3.26525,
291,111.594,0,459.568,0,0,0,0,0,0,15303.6,5.99033,0.997904,0.998351,0,0.545102,0,6.69565,
292,150,0,451.304,0,0,0,0,0,0,15028.4,8.2636,0.997904,0.998341,0,0.545096,0,9,
293,150,0,443.041,0,0,0,0,0,0,14753.3,8.26368,0.997904,0.998331,0,0.545091,0,9,
294,150,0,434.777,0,0,0,0,0,0,14478.1,8.26377,0.997904,0.998321,0,0.545086,0,9,
295,150,0,426.513,0,0,0,0,0,0,14202.9,8.26385,0.997904,0.998311,0,0.54508,0,9,
296,39.956,0,424.473,0,0,0,0,0,0,14135,2.0398,0.997904,0.998301,0,0.545075,0,2.39736,
297,0,270,429.009,0,0,12.4739,0,78.0105,4.53549,14286,0,0.997873,0.998301,0.553822,0,0,18.7484,
298,0,297,433.953,0,0,12.4735,0,85.0443,4.94443,14450.6,0,0.997863,0.998301,0.553817,0,0,18.7484,
299,0,299.7,438.938,0,0,12.4733,0,85.7394,4.98485,14616.6,0,0.997853,0.998301,0.553811,0,0,18.7484,
300,0,299.97,443.927,0,0,12.4732,0,85.808,4.98884,14782.8,0,0.997843,0.998301,0.553806,0,0,18.7484,
301,0,299.997,448.916,0,0,12.4731,0,85.8141,4.98919,14948.9,0,0.997833,0.998301,0.5538,0,0,18.7484,
302,0,300,453.905,0,0,12.473,0,85.814,4.98919,15115,0,0.997823,0.998301,0.553795,0,0,18.7484,
303,0,300,458.895,0,0,12.4728,0,85.8132,4.98914,15281.2,0,0.997813,0.998301,0.553789,0,0,18.7484,
304,0,300,463.884,0,0,12.4727,0,85.8124,4.98909,15447.3,0,0.997803,0.998301,0.553783,0,0,18.7484,
305,0,300,468.873,0,0,12.4726,0,85.8115,4.98904,15613.5,0,0.997793,0.998301,0.553778,0,0,18.7484,
306,0,300,473.862,0,0,12.4725,0,85.8106,4.98899,15779.6,0,0.997783,0.998301,0.553772,0,0,18.7483,
307,38.0204,0,471.923,0,0,0,0,0,0,15715,1.9383,0.997783,0.998271,0,0.545058,0,2.28123,
308,0,0,471.923,0,0,0,0,0,0,15715,0,0.997783,0.998271,0,0,0,0,
309,0,270,476.458,0,0,12.4724,0,78.0011,4.53495,15866.1,0,0.997753,0.998271,0.553755,0,0,18.7483,
310,0,297,481.402,0,0,12.472,0,85.034,4.94384,16030.7,0,0.997743,0.998271,0.55375,0,0,18.7483,
311,0,141.056,483.872,0,0,12.4718,0,42.4824,2.46991,16112.9,0,0.997733,0.998271,0.553744,0,0,9.21164,
312,0,47.5283,484.729,0,0,12.4717,0,14.738,0.856859,16141.5,0,0.997723,0.998271,0.553739,0,0,3.6,
313,0,274.753,489.336,0,0,12.4716,0,79.2448,4.60726,16294.9,0,0.997713,0.998271,0.553733,0,0,18.7483,
314,0,297.475,494.287,0,0,12.4715,0,85.1532,4.95077,16459.8,0,0.997703,0.998271,0.553728,0,0,18.7483,
315,0,299.748,499.272,0,0,12.4713,0,85.7379,4.98476,16625.7,0,0.997693,0.998271,0.553722,0,0,18.7483,
316,0,151.657,501.918,0,0,12.4712,0,45.5197,2.6465,16713.9,0,0.997683,0.998271,0.553717,0,0,9.84769,
317,0,249.46,506.136,0,0,12.4711,0,72.5485,4.21794,16854.3,0,0.997673,0.998271,0.553711,0,0,16.2696,
318,0,0,506.136,0,0,0,0,0,0,16854.3,0,0.997673,0.998271,0,0,0,0,
319,0,0,506.136,0,0,0,0,0,0,16854.3,0,0.997673,0.998271,0,0,0,0,
320,59.374,0,503.063,0,0,0,0,0,0,16752,3.07358,0.997673,0.99824,0,0.545041,0,3.56244,
321,0,46.776,503.906,0,0,12.471,0,14.5072,0.843442,16780.1,0,0.997642,0.99824,0.553694,0,0,3.6,
322,0,47.5175,504.763,0,0,12.4706,0,14.7333,0.85659,16808.6,0,0.997632,0.99824,0.553689,0,0,3.6,
323,0,164.265,507.617,0,0,12.4705,0,49.1035,2.85486,16903.7,0,0.997622,0.99824,0.553683,0,0,11.0284,
324,0,286.426,512.401,0,0,12.4703,0,82.2847,4.784,17063,0,0.997612,0.99824,0.553678,0,0,18.7482,
325,0,298.643,517.369,0,0,12.4702,0,85.4456,4.96777,17228.4,0,0.997602,0.99824,0.553672,0,0,18.7482,
326,0,299.864,522.355,0,0,12.4701,0,85.7593,4.98601,17394.4,0,0.997592,0.99824,0.553667,0,0,18.7482,
327,0,299.986,527.343,0,0,12.47,0,85.7899,4.98778,17560.5,0,0.997582,0.99824,0.553661,0,0,18.7482,
328,0,113.704,529.351,0,0,12.4698,0,34.5356,2.00789,17627.4,0,0.997572,0.99824,0.553656,0,0,7.57041,
329,0,47.5303,530.208,0,0,12.4697,0,14.7362,0.856757,17655.9,0,0.997562,0.99824,0.55365,0,0,3.6,
330,0,47.5304,531.064,0,0,12.4696,0,14.7361,0.856751,17684.4,0,0.997552,0.99824,0.553644,0,0,3.6,
331,150,0,522.8,0,0,0,0,0,0,17409.2,8.26452,0.997552,0.998209,0,0.545024,0,9,
332,150,0,514.535,0,0,0,0,0,0,17134,8.26477,0.997552,0.998199,0,0.545019,0,9,
333,150,0,506.27,0,0,0,0,0,0,16858.8,8.26486,0.997552,0.998189,0,0.545014,0,9,
334,150,0,498.005,0,0,0,0,0,0,16583.6,8.26494,0.997552,0.998179,0,0.545008,0,9,
335,46.7106,0,495.609,0,0,0,0,0,0,16503.8,2.39653,0.997552,0.998169,0,0.545003,0,2.80263,
336,37.841,0,493.68,0,0,0,0,0,0,16439.5,1.92916,0.997552,0.998159,0,0.544997,0,2.27046,
337,53.2634,0,490.934,0,0,0,0,0,0,16348.1,2.7456,0.997552,0.998149,0,0.544992,0,3.1958,
338,0,0,490.934,0,0,0,0,0,0,16348.1,0,0.997552,0.998149,0,0,0,0,
339,77.0277,0,486.896,0,0,0,0,0,0,16213.6,4.03788,0.997552,0.998118,0,0.544975,0,4.62166,
340,150,0,478.631,0,0,0,0,0,0,15938.4,8.26552,0.997552,0.998108,0,0.54497,0,9,
341,150,0,470.365,0,0,0,0,0,0,15663.2,8.26561,0.997552,0.998098,0,0.544964,0,9,
342,0,46.7775,471.208,0,0,12.4695,0,14.5059,0.843366,15691.2,0,0.997521,0.998098,0.553628,0,0,3.6,
343,0,47.519,472.065,0,0,12.4691,0,14.732,0.856513,15719.8,0,0.997511,0.998098,0.553622,0,0,3.6,
344,150,0,463.799,0,0,0,0,0,0,15444.5,8.26569,0.997511,0.998068,0,0.544948,0,9,
345,150,0,455.533,0,0,0,0,0,0,15169.3,8.26594,0.997511,0.998058,0,0.544942,0,9,
346,150,0,447.267,0,0,0,0,0,0,14894,8.26602,0.997511,0.998048,0,0.544937,0,9,
347,115.215,0,441.065,0,0,0,0,0,0,14687.5,6.20198,0.997511,0.998038,0,0.544931,0,6.91292,
348,0,0,441.065,0,0,0,0,0,0,14687.5,0,0.997511,0.998038,0,0,0,0,
349,0,0,441.065,0,0,0,0,0,0,14687.5,0,0.997511,0.998038,0,0,0,0,
350,0,78.8037,442.472,0,0,12.469,0,24.1958,1.40673,14734.3,0,0.99748,0.998038,0.553605,0,0,5.60755,
351,0,47.5314,443.329,0,0,12.4686,0,14.7352,0.856699,14762.8,0,0.99747,0.998038,0.553599,0,0,3.6,
352,0,47.5315,444.185,0,0,12.4685,0,14.7351,0.856693,14791.4,0,0.99746,0.998038,0.553594,0,0,3.6,
353,0,274.753,448.791,0,0,12.4683,0,79.2242,4.60606,14944.8,0,0.99745,0.998038,0.553588,0,0,18.7481,
354,0,297.475,453.741,0,0,12.4682,0,85.1309,4.94947,15109.6,0,0.99744,0.998038,0.553583,0,0,18.7481,
355,0,299.748,458.724,0,0,12.4681,0,85.7154,4.98346,15275.5,0,0.99743,0.998038,0.553577,0,0,18.7481,
356,0,299.975,463.711,0,0,12.468,0,85.7731,4.98681,15441.6,0,0.99742,0.998038,0.553572,0,0,18.7481,
357,0,299.997,468.698,0,0,12.4678,0,85.7781,4.9871,15607.7,0,0.99741,0.998038,0.553566,0,0,18.7481,
358,0,50.9222,469.615,0,0,12.4677,0,15.7688,0.916793,15638.2,0,0.9974,0.998038,0.553561,0,0,3.80339,
359,93.362,0,464.664,0,0,0,0,0,0,15473.3,4.95072,0.9974,0.998007,0,0.544915,0,5.60172,
360,0,0,464.664,0,0,0,0,0,0,15473.3,0,0.9974,0.998007,0,0,0,0,
361,122.464,0,458.039,0,0,0,0,0,0,15252.7,6.62507,0.9974,0.997976,0,0.544898,0,7.34786,
362,150,0,449.773,0,0,0,0,0,0,14977.4,8.2667,0.9974,0.997966,0,0.544892,0,9,
363,150,0,441.506,0,0,0,0,0,0,14702.1,8.26678,0.9974,0.997956,0,0.544887,0,9,
364,119.636,0,435.046,0,0,0,0,0,0,14487,6.45998,0.9974,0.997946,0,0.544882,0,7.17818,
365,0,0,435.046,0,0,0,0,0,0,14487,0,0.9974,0.997946,0,0,0,0,
366,0,270,439.579,0,0,12.4676,0,77.9713,4.53321,14638,0,0.997369,0.997946,0.553544,0,0,18.7481,
367,0,297,444.521,0,0,12.4672,0,85.0015,4.94195,14802.5,0,0.997359,0.997946,0.553538,0,0,18.748,
368,0,299.7,449.503,0,0,12.4671,0,85.6963,4.98234,14968.5,0,0.997349,0.997946,0.553533,0,0,18.748,
369,0,299.97,454.49,0,0,12.467,0,85.7649,4.98633,15134.5,0,0.997339,0.997946,0.553527,0,0,18.748,
370,0,299.997,459.476,0,0,12.4668,0,85.771,4.98669,15300.6,0,0.997329,0.997946,0.553522,0,0,18.748,
371,0,300,464.463,0,0,12.4667,0,85.7709,4.98668,15466.6,0,0.997319,0.997946,0.553516,0,0,18.748,
372,0,300,469.45,0,0,12.4666,0,85.7701,4.98663,15632.7,0,0.997309,0.997946,0.553511,0,0,18.748,
373,0,300,474.436,0,0,12.4665,0,85.7692,4.98658,15798.7,0,0.997299,0.997946,0.553505,0,0,18.748,
374,0,300,479.423,0,0,12.4663,0,85.7684,4.98653,15964.8,0,0.997289,0.997946,0.5535,0,0,18.748,
375,0,300,484.409,0,0,12.4662,0,85.7675,4.98648,16130.8,0,0.997279,0.997946,0.553494,0,0,18.748,
376,0,0,484.409,0,0,0,0,0,0,16130.8,0,0.997279,0.997946,0,0,0,0,
377,0,0,484.409,0,0,0,0,0,0,16130.8,0,0.997279,0.997946,0,0,0,0,
378,0,107.163,486.305,0,0,12.4661,0,32.606,1.8957,16194,0,0.997249,0.997946,0.553477,0,0,7.42546,
379,0,210.802,489.913,0,0,12.4657,0,62.0559,3.6079,16314.1,0,0.997239,0.997946,0.553472,0,0,13.8856,
380,0,47.5344,490.769,0,0,12.4656,0,14.7326,0.856546,16342.6,0,0.997229,0.997946,0.553466,0,0,3.6,
381,0,47.5345,491.626,0,0,12.4655,0,14.7325,0.85654,16371.1,0,0.997219,0.997946,0.553461,0,0,3.6,
382,150,0,483.359,0,0,0,0,0,0,16095.9,8.26694,0.997219,0.997916,0,0.544865,0,9,
383,150,0,475.092,0,0,0,0,0,0,15820.6,8.2672,0.997219,0.997906,0,0.544859,0,9,
384,150,0,466.824,0,0,0,0,0,0,15545.3,8.26728,0.997219,0.997896,0,0.544854,0,9,
385,0,0,466.824,0,0,0,0,0,0,15545.3,0,0.997219,0.997896,0,0,0,0,
386,0,0,466.824,0,0,0,0,0,0,15545.3,0,0.997219,0.997896,0,0,0,0,
387,127.766,0,459.887,0,0,0,0,0,0,15314.2,6.93755,0.997219,0.997865,0,0.544837,0,7.66597,
388,150,0,451.619,0,0,0,0,0,0,15038.9,8.26761,0.997219,0.997855,0,0.544832,0,9,
389,113.123,0,445.538,0,0,0,0,0,0,14836.4,6.0818,0.997219,0.997845,0,0.544826,0,6.78736,
390,0,258.595,449.895,0,0,12.4653,0,74.9451,4.35727,14981.5,0,0.997188,0.997845,0.553444,0,0,17.8975,
391,0,247.854,454.086,0,0,12.4649,0,72.0839,4.19092,15121.1,0,0.997178,0.997845,0.553438,0,0,15.6192,
392,0,294.785,458.994,0,0,12.4648,0,84.4138,4.90778,15284.5,0,0.997168,0.997845,0.553433,0,0,18.7479,
393,0,299.479,463.972,0,0,12.4647,0,85.623,4.97808,15450.3,0,0.997158,0.997845,0.553427,0,0,18.7479,
394,0,299.948,468.957,0,0,12.4646,0,85.7429,4.98505,15616.3,0,0.997148,0.997845,0.553422,0,0,18.7479,
395,0,299.995,473.942,0,0,12.4645,0,85.7541,4.9857,15782.3,0,0.997138,0.997845,0.553416,0,0,18.7479,
396,0,299.999,478.928,0,0,12.4643,0,85.7544,4.98572,15948.3,0,0.997128,0.997845,0.553411,0,0,18.7479,
397,0,300,483.914,0,0,12.4642,0,85.7537,4.98568,16114.3,0,0.997118,0.997845,0.553405,0,0,18.7479,
398,0,300,488.899,0,0,12.4641,0,85.7529,4.98563,16280.3,0,0.997108,0.997845,0.5534,0,0,18.7478,
399,0,300,493.885,0,0,12.464,0,85.752,4.98558,16446.4,0,0.997098,0.997845,0.553394,0,0,18.7478,
400,0,300,498.87,0,0,12.4638,0,85.7512,4.98553,16612.4,0,0.997088,0.997845,0.553389,0,0,18.7478,
401,0,300,503.856,0,0,12.4637,0,85.7503,4.98548,16778.4,0,0.997078,0.997845,0.553383,0,0,18.7478,
402,0,300,508.841,0,0,12.4636,0,85.7494,4.98543,16944.4,0,0.997068,0.997845,0.553378,0,0,18.7478,
403,0,300,513.827,0,0,12.4635,0,85.7486,4.98538,17110.4,0,0.997058,0.997845,0.553372,0,0,18.7478,
404,0,300,518.812,0,0,12.4633,0,85.7477,4.98533,17276.4,0,0.997048,0.997845,0.553367,0,0,18.7478,
405,0,300,523.797,0,0,12.4632,0,85.7469,4.98528,17442.5,0,0.997038,0.997845,0.553361,0,0,18.7478,
406,0,300,528.783,0,0,12.4631,0,85.746,4.98523,17608.5,0,0.997028,0.997845,0.553355,0,0,18.7478,
407,0,300,533.768,0,0,12.463,0,85.7452,4.98518,17774.5,0,0.997018,0.997845,0.55335,0,0,18.7478,
408,0,300,538.753,0,0,12.4628,0,85.7443,4.98513,17940.5,0,0.997008,0.997845,0.553344,0,0,18.7478,
409,0,300,543.738,0,0,12.4627,0,85.7435,4.98509,18106.5,0,0.996998,0.997845,0.553339,0,0,18.7478,
410,0,47.5374,544.594,0,0,12.4626,0,14.73,0.856394,18135,0,0.996988,0.997845,0.553333,0,0,3.6,
411,0,141.276,547.066,0,0,12.4625,0,42.5138,2.47173,18217.3,0,0.996978,0.997845,0.553328,0,0,9.51218,
412,0,280.724,551.761,0,0,12.4623,0,80.7473,4.69461,18373.6,0,0.996968,0.997845,0.553322,0,0,18.507,
413,0,224.064,555.578,0,0,12.4622,0,65.6585,3.81735,18500.8,0,0.996958,0.997845,0.553317,0,0,14.1916,
414,91.6052,0,550.726,0,0,0,0,0,0,18339.2,4.85258,0.996958,0.997814,0,0.54481,0,5.49631,
415,0,0,550.726,0,0,0,0,0,0,18339.2,0,0.996958,0.997814,0,0,0,0,
416,0,0,550.726,0,0,0,0,0,0,18339.2,0,0.996958,0.997814,0,0,0,0,
417,0,0,550.726,0,0,0,0,0,0,18339.2,0,0.996958,0.997814,0,0,0,0,
418,0,270,555.257,0,0,12.4621,0,77.9369,4.53122,18490.1,0,0.996927,0.997814,0.5533,0,0,18.7477,
419,0,297,560.197,0,0,12.4617,0,84.9641,4.93977,18654.5,0,0.996917,0.997814,0.553294,0,0,18.7477,
420,0,299.7,565.177,0,0,12.4616,0,85.6585,4.98015,18820.4,0,0.996907,0.997814,0.553289,0,0,18.7477,
421,0,299.97,570.161,0,0,12.4615,0,85.7271,4.98414,18986.4,0,0.996897,0.997814,0.553283,0,0,18.7477,
422,0,299.997,575.145,0,0,12.4613,0,85.7332,4.98449,19152.3,0,0.996887,0.997814,0.553278,0,0,18.7477,
423,0,300,580.13,0,0,12.4612,0,85.7331,4.98448,19318.3,0,0.996877,0.997814,0.553272,0,0,18.7477,
424,0,300,585.114,0,0,12.4611,0,85.7323,4.98444,19484.3,0,0.996867,0.997814,0.553267,0,0,18.7477,
425,0,300,590.099,0,0,12.461,0,85.7314,4.98439,19650.3,0,0.996857,0.997814,0.553261,0,0,18.7477,
426,0,300,595.083,0,0,12.4608,0,85.7306,4.98434,19816.3,0,0.996847,0.997814,0.553256,0,0,18.7477,
427,0,300,600.067,0,0,12.4607,0,85.7297,4.98429,19982.2,0,0.996837,0.997814,0.55325,0,0,18.7476,
428,0,200.538,603.509,0,0,12.4606,0,59.2061,3.44222,20096.9,0,0.996827,0.997814,0.553245,0,0,12.7799,
429,0,213.678,607.162,0,0,12.4605,0,62.8177,3.65219,20218.5,0,0.996817,0.997814,0.553239,0,0,13.6291,
430,0,266.651,611.641,0,0,12.4603,0,77.0445,4.47933,20367.6,0,0.996807,0.997814,0.553234,0,0,17.0635,
431,0,241.78,615.736,0,0,12.4602,0,70.4305,4.0948,20504,0,0.996797,0.997814,0.553228,0,0,15.2544,
432,0,294.178,620.633,0,0,12.4601,0,84.225,4.8968,20667.1,0,0.996787,0.997814,0.553223,0,0,18.7476,
433,0,299.418,625.608,0,0,12.46,0,85.5748,4.97528,20832.7,0,0.996777,0.997814,0.553217,0,0,18.7476,
434,0,299.942,630.591,0,0,12.4598,0,85.7088,4.98307,20998.7,0,0.996767,0.997814,0.553212,0,0,18.7476,
435,0,299.994,635.575,0,0,12.4597,0,85.7214,4.9838,21164.6,0,0.996757,0.997814,0.553206,0,0,18.7476,
436,0,299.999,640.559,0,0,12.4596,0,85.7219,4.98383,21330.6,0,0.996747,0.997814,0.553201,0,0,18.7476,
437,0,300,645.542,0,0,12.4595,0,85.7212,4.98379,21496.6,0,0.996737,0.997814,0.553195,0,0,18.7476,
438,0,0,645.542,0,0,0,0,0,0,21496.6,0,0.996737,0.997814,0,0,0,0,
439,0,270,650.073,0,0,12.4594,0,77.9198,4.53022,21647.4,0,0.996707,0.997814,0.553178,0,0,18.7476,
440,0,297,655.011,0,0,12.459,0,84.9454,4.93869,21811.9,0,0.996697,0.997814,0.553173,0,0,18.7475,
441,0,299.7,659.99,0,0,12.4588,0,85.6397,4.97905,21977.7,0,0.996687,0.997814,0.553167,0,0,18.7475,
442,0,299.97,664.973,0,0,12.4587,0,85.7083,4.98304,22143.6,0,0.996677,0.997814,0.553162,0,0,18.7475,
443,0,299.997,669.957,0,0,12.4586,0,85.7144,4.98339,22309.6,0,0.996667,0.997814,0.553156,0,0,18.7475,
444,0,300,674.94,0,0,12.4585,0,85.7142,4.98338,22475.5,0,0.996657,0.997814,0.553151,0,0,18.7475,
445,0,300,679.923,0,0,12.4583,0,85.7134,4.98334,22641.5,0,0.996647,0.997814,0.553145,0,0,18.7475,
446,0,300,684.907,0,0,12.4582,0,85.7126,4.98329,22807.4,0,0.996637,0.997814,0.55314,0,0,18.7475,
447,0,300,689.89,0,0,12.4581,0,85.7117,4.98324,22973.3,0,0.996627,0.997814,0.553134,0,0,18.7475,
448,0,300,694.873,0,0,12.458,0,85.7109,4.98319,23139.3,0,0.996617,0.997814,0.553129,0,0,18.7475,
449,0,300,699.856,0,0,12.4579,0,85.71,4.98314,23305.2,0,0.996607,0.997814,0.553123,0,0,18.7475,
450,0,300,704.839,0,0,12.4577,0,85.7092,4.98309,23471.2,0,0.996597,0.997814,0.553118,0,0,18.7475,
451,0,300,709.822,0,0,12.4576,0,85.7083,4.98304,23637.1,0,0.996587,0.997814,0.553112,0,0,18.7475,
452,0,300,714.805,0,0,12.4575,0,85.7075,4.98299,23803,0,0.996577,0.997814,0.553107,0,0,18.7474,
453,0,300,719.788,0,0,12.4574,0,85.7066,4.98294,23969,0,0.996567,0.997814,0.553101,0,0,18.7474,
454,0,300,724.771,0,0,12.4572,0,85.7058,4.98289,24134.9,0,0.996557,0.997814,0.553096,0,0,18.7474,
